Título,Link,Snippet,Autores,Data de Publicação,Fonte,Similaridade com Título,Similaridade com Resumo,Similaridade Média
Dual self-attention Swin transformer for hyperspectral image super-resolution,https://ieeexplore.ieee.org/abstract/document/10123084/,by integrating it with the Swin Transformer architecture.  DSSTSR network uses a multi-layer  perceptron (MLP) layer  Denoising module and Dual Self-Attention Swin Transformer module,"Y Long, X Wang, M Xu, S Zhang",2023,IEEE Transactions on …,0.7542318492492546,0.7783508001041486,0.7662913246767016
Attention-aligned transformer for image captioning,https://ojs.aaai.org/index.php/AAAI/article/view/19940,"Such attention module learns the attended features that  Attention mechanism plays an  essential role in image captioning, which  Figure 3: Architecture of the A2 Transformer. Mask pertur",Z Fei,2022,proceedings of the AAAI Conference on Artificial …,0.759456081650514,0.7729838588612062,0.7662199702558601
Remote sensing image change detection transformer network based on dual-feature mixed attention,https://ieeexplore.ieee.org/abstract/document/9905616/,"convolutional networks, attention mechanism and transformer -feature mixed attention based  transformer network (DMATNet mulit-head self-attention based transformer encoder layer. In","X Song, Z Hua, J Li",2022,IEEE Transactions on Geoscience and …,0.7652334405147372,0.766949763448335,0.766091601981536
Self-and-mixed attention decoder with deep acoustic structure for transformer-based lvcsr,https://arxiv.org/abs/2006.10407,We also design a mixed attention mechanism that learns the  Multi-head attention is the  core module of the Transformer  Figure 1 shows an encoder-decoder architecture for ASR. We,"X Zhou, G Lee, E Yılmaz, Y Long, J Liang",2020,arXiv preprint arXiv …,0.7499983685908156,0.7816301103077711,0.7658142394492933
Multi-modal learning for AU detection based on multi-head fused transformers,https://ieeexplore.ieee.org/abstract/document/9667030/,"Meanwhile, the attention mechanism has been adopted in  that are utilized transformer  architecture for both feature  multi-head fusion attention module in the fusion transformer to","X Zhang, L Yin",2021,2021 16th IEEE International Conference on …,0.7613780688805143,0.7701733225349706,0.7657756957077424
EEG emotion recognition using attention-based convolutional transformer neural network,https://www.sciencedirect.com/science/article/pii/S1746809423002689,"of all time slices, and feed them into the transformer-based temporal encoding layer to use   spatial and spectral attention mechanism. Next, we use the convolution module to extract the","L Gong, M Li, T Zhang, W Chen",2023,Biomedical Signal Processing and Control,0.7480454797251294,0.7833734910879089,0.7657094854065192
Multimodal Transformer Networks for Pedestrian Trajectory Prediction.,https://www.ijcai.org/proceedings/2021/0174.pdf,network is only attention-based that can efficiently model long of a cross-attention module  and a feed-forward layer. Then the  architecture takes the advantage of attention mechanism to,"Z Yin, R Liu, Z Xiong, Z Yuan",2021,IJCAI,0.7621642262851419,0.7690904848375436,0.7656273555613428
"… : A Multi-Branch Fault Diagnosis Method for Scroll Compressors Using Swin Transformer Sliding Window, Shallow ResNet, and Global Attention Mechanism  …",https://www.mdpi.com/1424-8220/24/19/6237,"of the module via identity mapping, ensuring that each layer  a fully attention-based design,  the Swin Transformer model  the architecture of the proposed multi-channel SSG-Net model","Z Xu, T Liu, Z Xia, Y Fan, M Yan, X Dang",2024,Sensors,0.7594458495394933,0.7710392080912809,0.7652425288153871
Depression detection in speech using transformer and parallel convolutional neural networks,https://www.mdpi.com/2079-9292/12/2/328,"improved transformer with a linear attention mechanism as a  the transformer module  included four transformer layers with  ) [72,73], the CNN architecture used in this paper set three","F Yin, J Du, X Xu, L Zhao",2023,Electronics,0.7666446894053088,0.76372319566263,0.7651839425339695
ST-MDAMNet: Swin transformer combines multi-dimensional attention mechanism for semantic segmentation of high-resolution earth surface images,https://www.sciencedirect.com/science/article/pii/S0273117724006471,"field, traditional convolutional neural networks (CNN) cannot  Swin Transformer encoder to  effectively enhance the model’s  We demonstrate the effectiveness of each module through","B Liu, B Li, H Liu, S Li",2024,Advances in Space Research,0.7517081127699032,0.7781305901663769,0.76491935146814
COVID-19 diagnosis based on swin transformer model with demographic information fusion and enhanced multi-head attention mechanism,https://www.sciencedirect.com/science/article/pii/S0957417423033079,of the Swin Transformer layer are retained to reconstruct a regression model that predict the   In order to test the effectiveness of each module and compare our model with other networks,"Y Sun, J Lian, Z Teng, Z Wei, Y Tang, L Yang",2024,Expert Systems with …,0.7547868747864761,0.7748690349901106,0.7648279548882934
RDTNet: A residual deformable attention based transformer network for breast cancer classification,https://www.sciencedirect.com/science/article/pii/S0957417424004342,"multi-head deformable self-attention  CNN architecture and a residual deformable transformer  layer. The proposed RDTNet enjoys the benefits of both CNN and ViT, allowing the model",DR Nayak,2024,Expert Systems with Applications,0.7494626615188495,0.7800043184649024,0.764733489991876
TiM‐Net: Transformer in M‐Net for Retinal Vessel Segmentation,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/9016401,"dual-attention mechanism and Transformer module are plug- the dual-attention mechanism  behind the encoder layer to  Hence, it consists of the M-Net architecture, a new encoder","H Zhang, X Zhong, Z Li, Y Chen, Z Zhu",2022,Journal of …,0.7612734891535373,0.7676080349934113,0.7644407620734743
Transformer-based attention networks for continuous pixel-wise prediction,http://openaccess.thecvf.com/content/ICCV2021/html/Yang_Transformer-Based_Attention_Networks_for_Continuous_Pixel-Wise_Prediction_ICCV_2021_paper.html,"In this paper, we propose TransDepth, an architecture that  embedding module is removed  from our linear Transformer, but  , a network equipped with a channel attention mechanism to","G Yang, H Tang, M Ding, N Sebe",2021,Proceedings of the …,0.7580415813962577,0.770394819380243,0.7642182003882503
LPT-Net: A Line-Pad Transformer Network for efficiency coal gangue segmentation with linear multi-head self-attention mechanism,https://www.sciencedirect.com/science/article/pii/S026322412301607X,"of the second layer and MSA1 for MSA2 of the fourth layer.  LPT-Net, based on the Transformer  architecture, could benefit  We build L-MSA module based on linear attention mechanism","T Ye, H Chen, H Ren, Z Zheng, Z Zhao",2024,Measurement,0.7581377385573274,0.7699024620368811,0.7640201002971042
Global self-attention as a replacement for graph convolution,https://dl.acm.org/doi/abs/10.1145/3534678.3539296,"In relation to our work, we discuss self-attention based GNN models, where the attention   dynamically formed by the attention mechanism. However, the basic transformer does not have","MS Hussain, MJ Zaki, D Subramanian",2022,Proceedings of the 28th ACM …,0.746091528028118,0.7816155068674967,0.7638535174478074
Refiner: Refining self-attention for vision transformers,https://arxiv.org/abs/2106.03714,"local attention mechanism that combines both strengths of  the baseline model and replace  the self-attention module with  Thus, we design the architecture of Refiner-ViT based on the","D Zhou, Y Shi, B Kang, W Yu, Z Jiang, Y Li",2021,arXiv preprint arXiv …,0.7491652851514115,0.7784895928616804,0.7638274390065459
Modeling air quality PM2. 5 forecasting using deep sparse attention-based transformer networks,https://link.springer.com/article/10.1007/s13762-023-04900-1,"In our STN, a multi-head sparse attention mechanism is  masked sparse attention block,  a multi-head attention layer,  LSTMs are a special kind of recurrent architecture used for","Z Zhang, S Zhang",2023,International Journal of Environmental Science and …,0.7545344893639583,0.7730068864792256,0.763770687921592
Modeling transformer architecture with attention layer for human activity recognition,https://link.springer.com/article/10.1007/s00521-023-09362-7,"introduced a temporal attention mechanism that discovers an  via the video action transformer  network. Video action  Additionally, we utilize BERT, an attention-based mechanism, to","G Pareek, S Nigam, R Singh",2024,Neural Computing and Applications,0.7565422187788027,0.7707320688657207,0.7636371438222617
"Tgc-yolov5: An enhanced yolov5 drone detection model based on transformer, gam & ca attention mechanism",https://www.mdpi.com/2504-446X/7/7/446,": First, the Transformer encoder module is incorporated into  , all with the same model  architecture but different widths and  eighth layer of the original Yolov5s version with a Transformer","Y Zhao, Z Ju, T Sun, F Dong, J Li, R Yang, Q Fu, C Lian",2023,Drones,0.7574981286289308,0.7695296620294121,0.7635138953291715
Aiatrack: Attention in attention for transformer visual tracking,https://link.springer.com/chapter/10.1007/978-3-031-20047-2_9,"this insight to the attention mechanism for the first time, making  AiA module, we design a  simple yet effective Transformer  of a network backbone, a Transformer architecture, and two","S Gao, C Zhou, C Ma, X Wang, J Yuan",2022,European Conference on …,0.7613997392407551,0.7649736505890197,0.7631866949148873
Conversational question answering over knowledge graphs with transformer and graph attention networks,https://arxiv.org/abs/2104.01569,"a transformer architecture extended with Graph Attention  multi-head attention mechanism.  The decoder output is  Furthermore, we also introduce a graph attentionbased module, which","E Kacupaj, J Plepi, K Singh, H Thakkar",2021,arXiv preprint arXiv …,0.7564417932289714,0.7697407404649707,0.763091266846971
Multi-behavior hypergraph-enhanced transformer for sequential recommendation,https://dl.acm.org/doi/abs/10.1145/3534678.3539342,"We propose a multi-scale Transformer module to  the overall architecture of our proposed  MBHT model which  structure in [22], we design a low-rank-based self-attention layer without","Y Yang, C Huang, L Xia, Y Liang, Y Yu",2022,Proceedings of the 28th …,0.7593114062639098,0.7667417877924207,0.7630265970281653
EAPT: efficient attention pyramid transformer for image processing,https://ieeexplore.ieee.org/abstract/document/9580642/,"of the i-th layer to obtain the windows of the (i + 1)-th layer.  En-DeC module, which is based  on an encode-decode architecture  However, such an attention mechanism is not capable of","X Lin, S Sun, W Huang, B Sheng, P Li",2021,IEEE Transactions on …,0.7522703608388701,0.7734312854878183,0.7628508231633442
Self-attention based molecule representation for predicting drug-target interaction,http://proceedings.mlr.press/v106/shin19a.html?ref=https://githubhelp.com,"a new deep DTI model, Molecule Transformer DTI (MT-DTI),  We first describe the proposed  MT-DTI model architecture ( Each Transformer block consists of a self-attention layer and","B Shin, S Park, K Kang, JC Ho",2019,Machine learning for …,0.7545845546391681,0.7707629531355751,0.7626737538873716
A Joint Architecture of Mixed-Attention Transformer and Octave Module for Hyperspectral Image Denoising,https://ieeexplore.ieee.org/abstract/document/10410657/,"extraction module and spatial-channel attention mechanism.  built with layer normalization  (LayerNorm), attention module,  module without the inclusion of an attention network or base","M Ashraf, L Chen, X Zhou",2024,IEEE Journal of Selected …,0.7574737375701479,0.76734076203453,0.762407249802339
Multi-Head-Self-Attention based YOLOv5X-transformer for multi-scale object detection,https://link.springer.com/article/10.1007/s11042-023-15773-4,"excitation attention mechanism in the YOLOv3 model. In this  last C3 layer is replaced with  a transformer block followed by  -Transformer model used a transformer architecture, it used","P Vasanthi, L Mohan",2024,Multimedia Tools and Applications,0.7493721400198643,0.774925021370605,0.7621485806952346
Structural rotor fault diagnosis using attention-based sensor fusion and transformers,https://ieeexplore.ieee.org/abstract/document/9625031/,"AM is found in the DL architecture called transformers [27], [28] -wise feed-forward layer with  residual connections and layer  of both multi-head attention mechanism and RNNs. General","AG Nath, SS Udmale, D Raghuwanshi",2021,IEEE Sensors …,0.7617403380532148,0.7621270522087318,0.7619336951309733
Attention swin u-net: Cross-contextual attention mechanism for skin lesion segmentation,https://ieeexplore.ieee.org/abstract/document/10230337/,", recently a Transformer based U-Net architecture that  incorporating the attention mechanism  into the Transformer skip  U-Net model [10], we propose Att-SwinU-Net, an attention-based","EK Aghdam, R Azad, M Zarvani",2023,2023 IEEE 20th …,0.7571156904153599,0.7667184505505622,0.761917070482961
RSAM: Robust self-attention based multi-horizon model for solar irradiance forecasting,https://ieeexplore.ieee.org/abstract/document/9301241/,A self-attention based Transformer model belonging to the family  attention mechanism for  multivariate solar time-series  uses self-attention based deep learning architecture because of,"S Sharda, M Singh, K Sharma",2020,IEEE Transactions on …,0.7433753276391842,0.7802699849063834,0.7618226562727839
Medical image segmentation using transformer networks,https://ieeexplore.ieee.org/abstract/document/9729189/,"neural network architecture, based entirely on self-attention  propose a self-attention-based  deep neural network for 3D  of self-attention models because the attention mechanism is","D Karimi, H Dou, A Gholipour",2022,IEEE Access,0.7484788623332193,0.7751221255538816,0.7618004939435504
A Simplified Query-Only Attention for Encoder-Based Transformer Models,https://www.mdpi.com/2076-3417/14/19/8646,"’s architecture. Our findings suggest that query-only  -only attention mechanism for  encoder-based transformer models.  in light green, and the fully connected layer module in","H Yeom, K An",2024,Applied Sciences,0.7592465329531014,0.764319693348932,0.7617831131510167
Attention is all you need in speech separation,https://ieeexplore.ieee.org/abstract/document/9413901/,"Transformers are emerging as a natural alternative to standard RNNs, replacing recurrent  computations with a multi-head attention mechanism a fully attention-based mechanism. By","C Subakan, M Ravanelli, S Cornell",2021,ICASSP 2021-2021 …,0.7654662963220029,0.757811348881219,0.761638822601611
ST-YOLOA: a Swin-transformer-based YOLO model with an attention mechanism for SAR ship detection under complex background,https://www.frontiersin.org/articles/10.3389/fnbot.2023.1170163/full,"First, the Swin Transformer network architecture and coordinate attention ( after the Patch  Merging layer. CA  the SE attention mechanism in the Bottleneck module to selectively","K Zhao, R Lu, S Wang, X Yang, Q Li",2023,Frontiers in …,0.7558272495725294,0.7672830265655592,0.7615551380690444
Efficient brain tumor segmentation using Swin transformer and enhanced local self-attention,https://link.springer.com/article/10.1007/s11548-023-03024-8,presented model that uses the ELSA transformer module in  lower accuracy with the attention  mechanism may be due to  the proposed architecture with ELSA transformer blocks into the,"F Ghazouani, P Vera, S Ruan",2024,International Journal of Computer Assisted …,0.7554734817146804,0.7675558764341797,0.76151467907443
An effective CNN and Transformer complementary network for medical image segmentation,https://www.sciencedirect.com/science/article/pii/S0031320322007075,"We propose an effective Feature Complementary Module (FCM words, our CAB is factually  a mixed attention mechanism.  , which is a pure transformer architecture. The variant has an","F Yuan, Z Zhang, Z Fang",2023,Pattern Recognition,0.7453231060815214,0.7772996716827199,0.7613113888821206
Boxer: Box-attention for 2d and 3d transformers,http://openaccess.thecvf.com/content/CVPR2022/html/Nguyen_BoxeR_Box-Attention_for_2D_and_3D_Transformers_CVPR_2022_paper.html,"a simple attention mechanism, we call Box-Attention. It  inductive bias in the network  architecture delivers a strong  inductive bias in the transformer’s attention module leads to a better","DK Nguyen, J Ju, O Booij",2022,Proceedings of the …,0.7603931530881003,0.7621029086357196,0.76124803086191
Contextual attention network: Transformer meets u-net,https://link.springer.com/chapter/10.1007/978-3-031-21014-3_39,from the CNN module. Our design proposes a contextual attention mechanism for feature   can provide an additional input signal for a reliable and robust segmentation architecture. It,"R Azad, M Heidari, Y Wu, D Merhof",2022,International Workshop on Machine …,0.7557280634664425,0.7659875790391852,0.7608578212528139
Uformer: A general u-shaped transformer for image restoration,http://openaccess.thecvf.com/content/CVPR2022/html/Wang_Uformer_A_General_U-Shaped_Transformer_for_Image_Restoration_CVPR_2022_paper.html,"and efficient Transformer-based architecture for image  into the attention module, so the  attention calculation can be  As shown in Figure 3, we first apply a linear projection layer to each","Z Wang, X Cun, J Bao, W Zhou",2022,Proceedings of the …,0.7646508852298586,0.7564985938682139,0.7605747395490363
Causal attention for vision-language tasks,http://openaccess.thecvf.com/content/CVPR2021/html/Yang_Causal_Attention_for_Vision-Language_Tasks_CVPR_2021_paper.html,"attention mechanism: Causal Attention (CATT), to remove the ever-elusive confounding effect  in existing attention-based  CATT, BUTD and Transformer based VQA models can attend to","X Yang, H Zhang, G Qi, J Cai",2021,Proceedings of the IEEE …,0.7470323515605887,0.7740020059399048,0.7605171787502467
YOLOV5-CBAM-C3TR: an optimized model based on transformer module and attention mechanism for apple leaf disease detection,https://www.frontiersin.org/articles/10.3389/fpls.2023.1323301/full,"the classical transformer encoder architecture. Illustrated in  , Multi-head attention, and  feedforward neural network (FFN).  at the last layer of backbone network, the optimized YOLOV5-","M Lv, WH Su",2024,Frontiers in Plant Science,0.7498018007473198,0.7710326977967579,0.7604172492720389
Spatial temporal transformer network for skeleton-based action recognition,https://link.springer.com/chapter/10.1007/978-3-030-68796-0_50,"We design a Spatial Self-Attention (SSA) module to  Transformer (ST-TR), an architecture  using the Transformer  T-TR layer, a standard graph convolution sub-module [16] is","C Plizzari, M Cannici, M Matteucci",2021,"… : virtual event, January 10–15, 2021 …",0.7587176266832376,0.7617573569869409,0.7602374918350893
Re-attention transformer for weakly supervised object localization,https://arxiv.org/abs/2208.01838,a reattention mechanism termed token refinement transformer ( tokens from each transformer  layer to compensate for the  ablations about the re-attention module. Both qualitative and,"H Su, Y Ye, Z Chen, M Song, L Cheng",2022,arXiv preprint arXiv:2208.01838,0.7503389389914232,0.7700479461520966,0.7601934425717599
MSTCRB: Predicting circRNA-RBP interaction by extracting multi-scale features based on transformer and attention mechanism,https://www.sciencedirect.com/science/article/pii/S0141813024056101,", the coding layer can be removed from transformer framework.  , transformer module and  attention mechanism module are  extraction module, an optimized transformer architecture is","Y Zhou, H Cui, D Liu, W Wang",2024,International Journal of Biological …,0.7563941692082601,0.7638070308607847,0.7601006000345224
Clinical knowledge-based ECG abnormalities detection using dual-view CNN-Transformer and external attention mechanism,https://www.sciencedirect.com/science/article/pii/S0010482524008369,Table 1 lists the details of the module architecture designed  Each encoder layer is composed  of a Multi-Head Attention  external attention-based dual-view CNN-Transformer module to,"H Li, J Han, H Zhang, X Zhang, Y Si, Y Zhang",2024,Computers in Biology …,0.7519805259868774,0.7672860669001416,0.7596332964435095
Choose a transformer: Fourier or galerkin,https://proceedings.neurips.cc/paper/2021/hash/d0921d442ee91b896ad95059d13df618-Abstract.html,"simple attention-based operator learner, Galerkin Transformer,  66], we have modified the  attention mechanism minimally yet in a  If we apply the regular layer normalization rule that",S Cao,2021,Advances in neural information processing systems,0.75691318385121,0.7612311831594023,0.7590721835053061
Swin-transformer-enabled YOLOv5 with attention mechanism for small object detection on satellite images,https://www.mdpi.com/2072-4292/14/12/2861,"a new branch in the shallower network layer for detecting small  This architecture has the  flexibility to model at various scales  transformer prediction head, but also another C3 module in","H Gong, T Mu, Q Li, H Dai, C Li, Z He, W Wang, F Han",2022,Remote Sensing,0.7548637700590807,0.7630467355342319,0.7589552527966563
Serialized multi-layer multi-head attention for neural speaker embedding,https://arxiv.org/abs/2107.06493,"Inspired by the Transformer network, our proposed method utilizes the hierarchical  proposed  serialized attention mechanism, we use d = 256 and dk = 128 in self-attention module, and","H Zhu, KA Lee, H Li",2021,arXiv preprint arXiv:2107.06493,0.7493159944828318,0.7682879796886002,0.758801987085716
CAT-Net: A cross-slice attention transformer model for prostate zonal segmentation in MRI,https://ieeexplore.ieee.org/abstract/document/9910184/,"attention mechanism, which we use in a Transformer module  that can be incorporated within  any network architecture with  attention between slices at the bottom layer of a U-Net with a","ALY Hung, H Zheng, Q Miao, SS Raman",2022,IEEE transactions on …,0.7481071313777182,0.7692398888575178,0.7586735101176181
A robust attention-enhanced network with transformer for visual tracking,https://link.springer.com/article/10.1007/s11042-023-15168-5,"module and the global feature information fusion module is  The network architecture of our  tracker is very concise, which  Transformer and introduce the attention mechanism into our","F Gu, J Lu, C Cai",2023,Multimedia Tools and Applications,0.752359210552155,0.764909023023625,0.7586341167878901
A PV cell defect detector combined with transformer and attention mechanism,https://www.nature.com/articles/s41598-024-72019-5,"the YOLO architecture, integrating an attention mechanism and the Transformer module. We   Positioning the CCT in the backbone's final layer minimally increases the model's overall","D Lang, Z Lv",2024,Scientific Reports,0.7504274711495954,0.7654136314902561,0.7579205513199258
DSS-TRM: Deep spatial–spectral transformer for hyperspectral image classification,https://www.tandfonline.com/doi/abs/10.1080/22797254.2021.2023910,"of deep convolution networks, attention mechanism is also  convolutional neural networks  and attention based methods.  A simplified 2D-3D CNN architecture for hyperspectral image","B Liu, A Yu, K Gao, X Tan, Y Sun",2022,European Journal of …,0.7476334378032016,0.7681671048744388,0.7579002713388202
A sparse-based transformer network with associated spatiotemporal feature for micro-expression recognition,https://ieeexplore.ieee.org/abstract/document/9906452/,"architecture of our proposed method is presented. Specially, we will illustrate the sparse  multi-head self-attention module  [21] network except for the final average pooling layer as the","J Zhu, Y Zong, H Chang, Y Xiao",2022,IEEE Signal Processing …,0.7491359498664318,0.7659658310486694,0.7575508904575506
UTNet: a hybrid transformer architecture for medical image segmentation,https://link.springer.com/chapter/10.1007/978-3-030-87199-4_6,"Our hybrid layer design allows the initialization of Transformer into  the self-attention  module on top of the feature maps from the CNN backbone, we apply the Transformer module to","Y Gao, M Zhou, DN Metaxas",2021,"… , France, September 27–October 1, 2021 …",0.7546501145122324,0.7602877565919902,0.7574689355521114
VSNet: classification of pulmonary nodules in 3D using vision transformer and sequence spatial attention mechanism,https://link.springer.com/article/10.1007/s11042-024-19475-3,"Differently, we introduce the SSAM module to improve the model’ We have presented an  overview of VSNet architecture in Fig.  last Transformer layer, we utilize a de-convolution layer to","D Tang, T Xiao, F Yang, C Zhang, Z Wang",2024,Multimedia Tools and …,0.7494982555304349,0.7652001296002002,0.7573491925653175
Underwater image enhancement via adaptive group attention-based multiscale cascade transformer,https://ieeexplore.ieee.org/abstract/document/9825662/,"Swin Transformer block and the channel attention mechanism network, we compose the  encoder with Patch Merging layer  , ie, with the Swin Transformer network architecture alone, the","Z Huang, J Li, Z Hua, L Fan",2022,IEEE Transactions on …,0.7592585394411825,0.7545743986380437,0.7569164690396131
Prediction of BLEVE-induced response of road tunnel using Transformer network with modified self-attention (SAMT),https://www.sciencedirect.com/science/article/pii/S0141029624009775,"model that employs a Transformer-based architecture with a  Transformer layer, which has  the same architecture as the first  tokens output from the module of Transformer layers. The","R Cheng, W Chen, H Hao, Q Li",2024,Engineering Structures,0.7437021077426944,0.7699289922814698,0.7568155500120821
Multi-encoder-decoder transformer for code-switching speech recognition,https://arxiv.org/abs/2006.10414,multi-head attention mechanism in the decoder module. Each  We propose a modified  Transformer architecture that takes the  The MED Transformer in our experiment contains 12-layer,"X Zhou, E Yılmaz, Y Long, Y Li, H Li",2020,arXiv preprint arXiv:2006.10414,0.7595726107534966,0.7535182393268207,0.7565454250401586
Query2label: A simple transformer way to multi-label classification,https://arxiv.org/abs/2107.10834,"Transformer decoder architecture is used in classification.  -in cross-attention mechanism in  Transformer decoders, our  and remove the selfattention module in Transformer decoders for","S Liu, L Zhang, X Yang, H Su, J Zhu",2021,arXiv preprint arXiv:2107.10834,0.7517818896618491,0.761130931818974,0.7564564107404115
ACTNet: Attention based CNN and Transformer network for respiratory rate estimation,https://www.sciencedirect.com/science/article/pii/S174680942400555X,"spatial attention, so we use a local attention mechanism in  (EDC) module and transformer  encoder architecture. Finally, a  in the Transformer branch, and the linear projection layer is a","H Chen, X Zhang, Z Guo, N Ying, M Yang",2024,… Signal Processing and …,0.7469538379445438,0.7655615652730436,0.7562577016087937
Memory-efficient transformer-based network model for traveling salesman problem,https://www.sciencedirect.com/science/article/pii/S0893608023000771,"to model the network architecture and train the network model. In  Multi-Head Attention  module of the Decoder in Transformer,  scaled dot-product attention mechanism to address the","H Yang, M Zhao, L Yuan, Y Yu, Z Li, M Gu",2023,Neural Networks,0.7495029965655198,0.7620467280263246,0.7557748622959222
Automatic identifier of socket for electrical vehicles using SWIN-transformer and SimAM attention mechanism-based EVS YOLO,https://ieeexplore.ieee.org/abstract/document/10268929/,"attention map produced by a two-layer perceptron. CBAM [29]  Swin module in the backbone  of the YOLOv5S architecture.  transformer module into the backbone part of the network,","VC Mahaadevan, R Narayanamoorthi, R Gono",2023,IEEE …,0.7498352047929857,0.7615639401130992,0.7556995724530424
Correspondence attention transformer: A context-sensitive network for two-view correspondence learning,https://ieeexplore.ieee.org/abstract/document/9741369/,"attention mechanism in our correspondence attention block,  architecture of our  correspondence attention transformer is  propagation of the covariance attention module, we need","J Ma, Y Wang, A Fan, G Xiao",2022,IEEE Transactions on …,0.7498752109159572,0.7614730109795851,0.7556741109477711
Transformer tracking,http://openaccess.thecvf.com/content/CVPR2021/html/Chen_Transformer_Tracking_CVPR_2021_paper.html,"by Transformer, this work presents a novel attention-based  encoder-decoder architecture  in the original Transformer as it  idea of Transformer and exploit the attention mechanism to","X Chen, B Yan, J Zhu, D Wang",2021,Proceedings of the …,0.7524391826088057,0.7575656407402088,0.7550024116745073
Breast Cancer Image Classification Using External Attention Multilayer Perceptron-Based Transformer,https://ieeexplore.ieee.org/abstract/document/10561857/,attention mechanism called External Attention Multi-Layer  crucial component of the  Transformer architecture which divides the  an external attention-based transformer method for,"S Barua, MS Islam",2024,2024 3rd International Conference on …,0.7575843359270988,0.7519871052533269,0.7547857205902129
Co-scale conv-attentional image transformers,http://openaccess.thecvf.com/content/ICCV2021/html/Xu_Co-Scale_Conv-Attentional_Image_Transformers_ICCV_2021_paper.html,"across different scales in our co-scale module provides  Here, we develop our factorized  attention mechanism following  CoaT architecture, namely serial and parallel blocks, in order to","W Xu, Y Xu, T Chang, Z Tu",2021,Proceedings of the IEEE/CVF …,0.7503112146363612,0.758675174921056,0.7544931947787086
Incorporating transformers and attention networks for stock movement prediction,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/7739087,"Among them, the transformer model and attention mechanism are  transformer encoder  attention (TEA) network architecture,  the role of the corresponding module in the framework in a","Y Li, S Lv, X Liu, Q Zhang",2022,Complexity,0.7541735951317631,0.7535969186002833,0.7538852568660233
Reference-based image super-resolution with deformable attention transformer,https://link.springer.com/chapter/10.1007/978-3-031-19797-0_19,"-based deformable attention module for correspondence  Different from existing attention  mechanism [39], our attention is  With the help of our architecture, the proposed RDA module is","J Cao, J Liang, K Zhang, Y Li, Y Zhang, W Wang",2022,European conference on …,0.7581863610303489,0.7484549376080183,0.7533206493191835
The lipschitz constant of self-attention,https://proceedings.mlr.press/v139/kim21i.html,"self-attention and use it in a Transformer-based architecture for  -layer Transformer (L2), WQ  = WK model and (DP) model used  Having a provably Lipschitz self-attention module at our","H Kim, G Papamakarios, A Mnih",2021,… Conference on Machine …,0.7386126189025679,0.7677517317383095,0.7531821753204386
Video swin transformer,http://openaccess.thecvf.com/content/CVPR2022/html/Liu_Video_Swin_Transformer_CVPR_2022_paper.html,in the standard Transformer layer with the 3D shifted window based multihead self-attention  module ( We present a pure-transformer architecture for video recognition that is based on,"Z Liu, J Ning, Y Cao, Y Wei, Z Zhang",2022,Proceedings of the …,0.7543948282809338,0.7513926834237586,0.7528937558523463
RPConvformer: A novel Transformer-based deep neural networks for traffic flow prediction,https://www.sciencedirect.com/science/article/pii/S095741742300088X,"Therefore, we propose a multi-head attention mechanism  is passed to the multi-head  attention mechanism layer. Next,  rectangle is a multi-head attention mechanism module, and the","Y Wen, P Xu, Z Li, W Xu, X Wang",2023,Expert Systems with Applications,0.7462744743473907,0.7580253602962329,0.7521499173218118
Recent progress in transformer-based medical image analysis,https://www.sciencedirect.com/science/article/pii/S0010482523007333,"the core component of the transformer, the attention mechanism, and the detailed structures  of the transformer. After that, we depict the recent progress of the transformer in the field of","Z Liu, Q Lv, Z Yang, Y Li, CH Lee, L Shen",2023,Computers in Biology and …,0.755578788697624,0.7485686499422219,0.752073719319923
Medical image segmentation via cascaded attention decoding,https://openaccess.thecvf.com/content/WACV2023/html/Rahman_Medical_Image_Segmentation_via_Cascaded_Attention_Decoding_WACV_2023_paper.html,"Transformers rely on an attention-based network architecture;  Finally, we send the output  from each CAM layer to a  It is evident from Figure 2 that the attention mechanism used in our","MM Rahman, R Marculescu",2023,Proceedings of the IEEE/CVF …,0.7445655801538051,0.7586375710118889,0.751601575582847
Ds-transunet: Dual swin transformer u-net for medical image segmentation,https://ieeexplore.ieee.org/abstract/document/9785614/,a well-established transformer interactive fusion (TIF) module.  Res-UNet [20] adds a weighted  attention mechanism and  UNet-like architecture which applies swin transformer block to,"A Lin, B Chen, J Xu, Z Zhang, G Lu",2022,IEEE Transactions on …,0.7511181687670156,0.7514602299571471,0.7512891993620814
Sparse self-attention transformer for image inpainting,https://www.sciencedirect.com/science/article/pii/S0031320323005952,"In Section 3, we present the network architecture of Spa- Spa-attention mechanism, which  is incorporated into the  In the Spa-attention module of the k th transformer block, we first put","W Huang, Y Deng, S Hui, Y Wu, S Zhou, J Wang",2024,Pattern Recognition,0.7508050588947611,0.7514342968966273,0.7511196778956942
Research and implementation of Chinese couplet generation system with attention-based transformer mechanism,https://ieeexplore.ieee.org/abstract/document/9411906/,of the last layer in the Decoder back to the first layer of the  network is 1024. The number  of headers in the multihead  the complete attention mechanism-based Transformer model to,"Y Wang, J Zhang, B Zhang, Q Jin",2021,IEEE Transactions on …,0.7468741940811161,0.7551969562490642,0.7510355751650901
